Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB
"83Anthony ElangaMan Utd, 20, AM(LR)","Anthony Elanga Man Utd, 20, AM(LR)",2,156,2,0.5,1,-,0.5,0.5,0.5,-,6.93,1,-,1,0.5,2,0.5,1,4,-,0.5,26.5,75.5,0.5,1.0,-
"84FredMan Utd, 29, M(C)","Fred Man Utd, 29, M(C)",27(3),2397,2.7,1.5,1.5,-,0.7,2,0.3,-,6.92,1,-,0.8,0.8,1,-,1,1,-,0.8,60.2,87.7,-,3.3,0.1
"85Timothy Fosu-MensahMan Utd, 24, D(CR)","Timothy Fosu-Mensah Man Utd, 24, D(CR)",1,81,2,3.0,1,-,1.0,-,-,-,6.92,-,-,1,2,-,1,2,-,-,2,66.0,90.9,1,1.0,-
"86César AzpilicuetaChelsea, 32, D(CLR),M(R)","César Azpilicueta Chelsea, 32, D(CLR),M(R)",24(2),2191,2,1.1,1.2,0.1,2.3,0.7,0.2,-,6.92,1,2,0.4,1,0.5,0.2,0.2,0.7,2,1,72.6,86.9,0.3,1.5,0.1
"87Ademola LookmanFulham, 24, AM(CLR),FW","Ademola Lookman Fulham, 24, AM(CLR),FW",31(3),2756,1,0.6,1.4,-,0.2,0.9,-,-,6.92,4,4,2,1.8,1.7,0.4,2.1,3.1,4,1.8,30.9,80.9,0.9,0.6,0.1
"88Michael KeaneEverton, 29, D(CR)","Michael Keane Everton, 29, D(CR)",33(2),2990,0.8,1.5,0.4,0.3,4.5,0.5,0.9,-,6.92,3,1,0.5,0.2,0.2,-,0.1,0.2,1,0.2,55.4,87.2,-,3.7,-
"89Rúben DiasMan City, 25, D(C)","Rúben Dias Man City, 25, D(C)",32,2845,0.8,1.1,0.7,0.3,2.8,0.4,0.7,1,6.91,1,-,0.4,0.1,0.6,-,0.1,0.3,-,0.1,84.8,93.2,-,3.4,-
"90Thiago SilvaChelsea, 37, D(C)","Thiago Silva Chelsea, 37, D(C)",23,1938,0.9,1.4,0.6,0.6,3.6,0.3,0.6,-,6.91,2,-,0.6,0.2,0.7,-,0.1,0.3,-,0.2,84.3,93.0,-,5.0,-
"71Matheus PereiraWest Brom, 26, AM(CLR)","Matheus Pereira West Brom, 26, AM(CLR)",30(3),2582,0.8,0.9,1,-,0.4,1.3,-,-,6.96,11,6,2,1.8,1.6,0.4,1.4,2.2,6,1.8,28.5,79.6,1.1,1.5,0.2
"72Joel MatipLiverpool, 30, D(C)","Joel Matip Liverpool, 30, D(C)",9(1),693,1.4,0.7,1.1,1.2,2.2,0.1,-,-,6.96,1,2,0.5,0.3,0.4,-,0.1,0.3,2,0.3,54.6,87.7,-,1.4,0.1
"73Vladimir CoufalWest Ham, 29, D(R),M(R)","Vladimir Coufal West Ham, 29, D(R),M(R)",34,3055,2.1,1.2,0.9,0.3,2.6,1.1,0.2,-,6.95,-,7,0.4,1.3,1,-,0.5,1.1,7,1.3,37.6,71.2,1,1,-
"74Pierre-Emile HøjbjergTottenham, 26, M(C)","Pierre-Emile Højbjerg Tottenham, 26, M(C)",38,3420,2.6,1.3,1.8,-,1.7,2,0.2,-,6.95,2,4,0.4,0.4,1.4,-,0.5,1,4,0.4,72.8,88.5,-,2.8,-
"75Luke AylingLeeds, 30, D(CR),M(R)","Luke Ayling Leeds, 30, D(CR),M(R)",38,3400,2.8,0.9,0.8,0.4,2,1,0.9,-,6.94,-,-,0.6,0.7,1.4,0.1,0.6,1.4,-,0.7,62.7,79.0,0.4,4.6,0.1
"76Scott CarsonMan City, 36, GK","Scott Carson Man City, 36, GK",1,90,-,-,-,-,-,-,-,-,6.94,-,-,-,-,-,-,-,-,-,-,10.0,90.0,-,-,-
"77Reece JamesChelsea, 22, D(CR),DMC,M(R)","Reece James Chelsea, 22, D(CR),DMC,M(R)",25(7),2367,1.7,0.5,1,0.1,1.3,0.7,0.2,-,6.94,1,2,1.1,1.3,0.5,-,0.7,0.8,2,1.3,53.0,88.4,1.1,2.3,-
"78Oriol RomeuSouthampton, 30, DMC","Oriol Romeu Southampton, 30, DMC",20(1),1768,3.3,1.4,1.4,-,0.7,2,0.3,-,6.93,1,1,0.7,0.7,1.1,-,0.9,1.1,1,0.7,60.7,82.6,0.1,1.8,-
"79Matthew CashAston Villa, 24, D(R),M(CLR)","Matthew Cash Aston Villa, 24, D(R),M(CLR)",28,2380,2.5,2.1,1.3,0.1,2.9,1.2,0.4,-,6.93,-,2,0.3,0.8,0.8,0.1,0.5,0.7,2,0.8,36.0,75.7,0.8,2,-
"80Scott McTominayMan Utd, 25, D(C),DMC","Scott McTominay Man Utd, 25, D(C),DMC",24(8),2128,1.6,0.9,1.5,-,1.3,0.4,0.3,-,6.93,4,1,0.8,0.5,1.3,-,0.5,1.3,1,0.5,40.6,87.0,0.1,2.1,-
"61James MaddisonLeicester, 25, AM(CLR)","James Maddison Leicester, 25, AM(CLR)",24(7),2105,1.0,0.3,0.6,-,0.1,0.9,-,-,7.0,8,5,2.4,1.6,1.8,0.2,1.1,1.8,5,1.6,32.9,83.3,0.8,1.1,0.1
"62Ben ChilwellChelsea, 25, D(L),M(L)","Ben Chilwell Chelsea, 25, D(L),M(L)",27,2290,1.6,0.9,0.9,0.1,1.7,0.7,0.1,-,7.0,3,5,1,1.1,1.5,0.3,0.7,1.3,5,1.1,54.4,82.0,1,1.9,-
"63Emiliano MartínezAston Villa, 29, GK","Emiliano Martínez Aston Villa, 29, GK",38,3420,0.1,0.1,-,-,0.4,-,-,-,7.0,-,-,-,0.1,0.2,-,-,-,-,0.1,29.8,62.5,-,7.0,-
"64André-Frank Zambo AnguissaFulham, 26, M(C)","André-Frank Zambo Anguissa Fulham, 26, M(C)",29(7),2587,2.2,1.6,1.2,-,0.4,1.1,0.2,-,6.99,-,3,0.9,0.8,0.8,-,1.4,2,3,0.8,39.3,84.2,0.1,1.1,0.1
"65Yves BissoumaBrighton, 25, M(C)","Yves Bissouma Brighton, 25, M(C)",35(1),3114,2.9,1.8,1.5,-,1.8,0.9,0.2,-,6.98,1,-,1.2,0.4,0.9,-,0.8,0.9,-,0.4,46.8,87.4,-,2.1,-
"66RicharlisonEverton, 25, AM(CLR),FW","Richarlison Everton, 25, AM(CLR),FW",33(1),2872,1.4,0.4,1,-,1.0,1,0.1,-,6.98,7,3,2.4,0.7,2.1,0.7,1.6,2,3,0.7,22.0,70.0,0.1,0.4,0.1
"67Harvey BarnesLeicester, 24, AM(CL)","Harvey Barnes Leicester, 24, AM(CL)",22(3),1950,0.8,0.3,0.6,-,0.4,0.7,0.1,-,6.98,9,4,2.2,1.0,1.3,-,1.2,2.3,4,1.0,24.2,75.2,0.1,0.7,-
"68Alex TellesMan Utd, 29, D(L),M(L)","Alex Telles Man Utd, 29, D(L),M(L)",8(1),692,1.6,1.8,0.4,0.1,2.0,1,0.2,-,6.97,-,2,0.6,1.3,0.4,0.1,0.6,0.6,2,1.3,50.9,84.7,1.3,1.6,0.1
"69Okay YokusluWest Brom, 28, D(C),DMC","Okay Yokuslu West Brom, 28, D(C),DMC",15(1),1319,2.4,2.2,1.6,-,2.0,1.1,0.2,-,6.96,-,1,0.8,0.4,1.8,0.1,0.6,1.4,1,0.4,33.1,82.5,-,1.9,-
"70Jack HarrisonLeeds, 25, AM(CLR),FW","Jack Harrison Leeds, 25, AM(CLR),FW",34(2),2858,1.8,0.4,0.8,-,0.5,0.9,0.1,-,6.96,8,8,1.3,1.6,0.6,0.3,1.8,2.6,8,1.6,27.5,74.0,0.9,0.9,-
"51James JustinLeicester, 24, D(CLR),M(LR)","James Justin Leicester, 24, D(CLR),M(LR)",23,2070,2.7,1.3,0.7,0.2,1.9,0.9,0.4,-,7.03,2,1,0.4,0.9,1.7,0.1,0.6,1.3,1,0.9,45.8,80.5,0.3,1.2,-
"52Luke ShawMan Utd, 26, D(CL),M(L)","Luke Shaw Man Utd, 26, D(CL),M(L)",30(2),2657,1.4,0.6,1.3,0.1,1.2,0.5,0.3,1,7.03,1,5,0.3,2.3,0.9,0.1,0.7,0.8,5,2.3,50.3,85.0,1.8,0.9,-
"53Patrick BamfordLeeds, 28, AM(CLR),FW","Patrick Bamford Leeds, 28, AM(CLR),FW",37(1),3066,0.6,0.3,0.9,-,1.0,0.5,0.1,-,7.03,17,7,2.8,0.8,0.6,0.5,0.6,2.2,7,0.8,13.3,77.3,-,0.1,0.1
"54Caoimhin KelleherLiverpool, 23, GK","Caoimhin Kelleher Liverpool, 23, GK",2,180,-,-,-,-,1.0,-,-,-,7.03,-,-,-,-,-,-,-,-,-,-,26.0,75.0,-,2.0,-
"55James TarkowskiBurnley, 29, D(C)","James Tarkowski Burnley, 29, D(C)",36,3240,1.8,1.2,0.8,0.6,4.4,0.7,1.2,-,7.02,1,-,0.6,0.3,0.8,0.1,0.1,0.5,-,0.3,35.0,70.1,0.1,3.6,-
"56Antonio RüdigerChelsea, 29, D(CR)","Antonio Rüdiger Chelsea, 29, D(CR)",19,1710,1.6,0.9,0.8,0.5,2.7,0.2,0.5,1,7.02,1,-,0.7,0.2,0.6,0.1,0.1,0.5,-,0.2,80.2,89.4,0.1,4.0,-
"57Trent Alexander-ArnoldLiverpool, 23, D(R),M(R)","Trent Alexander-Arnold Liverpool, 23, D(R),M(R)",34(2),3033,1.6,1.4,0.6,0.4,1.2,0.6,0.1,-,7.02,2,7,1.5,2.1,0.3,0.1,0.6,0.9,7,2.1,66.1,79.4,1.9,4.2,0.1
"58Wesley FofanaLeicester, 21, D(C)","Wesley Fofana Leicester, 21, D(C)",27(1),2265,1.8,2.2,1.3,0.5,3.3,0.5,0.6,-,7.01,-,-,0.4,0.2,1,0.1,0.4,1,-,0.2,60.3,86.4,-,2.7,-
"59Declan RiceWest Ham, 23, D(C),DMC","Declan Rice West Ham, 23, D(C),DMC",32,2880,1.8,1.8,0.7,-,1.1,0.9,0.3,-,7.01,2,1,0.8,0.7,0.4,0.1,0.6,1.1,1,0.7,47.7,88.0,0.3,2.3,-
"60Kalvin PhillipsLeeds, 26, D(C),DMC","Kalvin Phillips Leeds, 26, D(C),DMC",28(1),2431,2.6,1.6,1.6,0.1,1.7,1.2,0.5,-,7.01,1,2,0.5,1.2,1.1,-,0.6,1.4,2,1.2,48.4,84.7,1,4.7,0.1
"41Kurt ZoumaChelsea, 27, D(CR)","Kurt Zouma Chelsea, 27, D(CR)",22(2),2025,0.7,1.2,0.7,0.5,3.8,0.2,0.4,-,7.07,5,-,1.1,0.2,0.3,-,0.2,0.3,-,0.2,74.0,90.9,-,3.8,-
"42Solly MarchBrighton, 27, M(CLR)","Solly March Brighton, 27, M(CLR)",19(2),1675,2.3,1,1.2,-,1.0,0.8,0.2,-,7.07,2,1,1,1.3,1.2,0.1,1.1,1,1,1.3,34.1,76.0,0.9,2.0,-
"43James Ward-ProwseSouthampton, 27, M(CR)","James Ward-Prowse Southampton, 27, M(CR)",38,3420,2,1.1,1.2,-,1.4,1.1,0.1,-,7.07,8,7,1.1,1.6,0.7,-,0.4,0.9,7,1.6,64.1,86.4,1.4,2.1,-
"44Mohamed SalahLiverpool, 29, AM(CLR),FW","Mohamed Salah Liverpool, 29, AM(CLR),FW",34(3),3082,0.5,-,0.6,-,0.3,0.2,-,-,7.07,22,5,3.4,1.5,0.6,0.4,2.2,3.1,5,1.5,34.1,83.7,0.2,0.6,0.1
"45Liam CooperLeeds, 30, D(C)","Liam Cooper Leeds, 30, D(C)",25,2188,2.7,2.4,0.9,0.5,2.7,0.9,1.3,-,7.06,1,-,0.6,-,1.1,-,-,0.3,-,-,65.9,85.6,-,3.8,-
"46Kiko CasillaLeeds, 35, GK","Kiko Casilla Leeds, 35, GK",3,270,-,-,-,-,1.3,-,-,-,7.06,-,-,-,-,-,-,-,-,-,-,26.0,87.2,-,3.7,-
"47Serge AurierTottenham, 29, D(CLR),M(R)","Serge Aurier Tottenham, 29, D(CLR),M(R)",19,1609,2.9,1,1.2,0.2,2.2,1.3,0.3,-,7.06,2,3,0.8,0.9,0.8,0.1,0.7,1.5,3,0.9,41.7,80.8,0.5,1.1,0.1
"48Paul PogbaMan Utd, 29, M(CL)","Paul Pogba Man Utd, 29, M(CL)",21(5),1896,1.4,1,1.6,-,1.4,0.8,0.1,-,7.06,3,3,1.2,1,1.5,0.2,1.9,2.1,3,1,51.3,83.0,0.1,3.7,0.1
"49Harry MaguireMan Utd, 29, D(C)","Harry Maguire Man Utd, 29, D(C)",34,3048,0.9,1.8,1.2,0.6,3.6,0.3,0.7,-,7.04,2,1,1.1,0.2,0.9,-,0.2,0.3,1,0.2,65.5,87.3,-,4.5,-
"50John StonesMan City, 27, D(CR)","John Stones Man City, 27, D(CR)",22,1934,1,0.8,0.3,0.7,2.5,0.2,0.7,-,7.03,4,-,0.7,0.1,0.4,-,0.1,0.2,-,0.1,78.5,93.3,-,2.8,-
"31Gabriel JesusMan City, 25, AM(LR),FW","Gabriel Jesus Man City, 25, AM(LR),FW",22(7),2060,0.6,0.5,1,-,0.2,0.6,-,-,7.11,9,4,1.9,1.1,1.6,0.6,1.3,2,4,1.1,25.2,85.0,0.1,0.4,-
"32Pedro NetoWolves, 22, AM(CLR),FW","Pedro Neto Wolves, 22, AM(CLR),FW",30(1),2559,0.5,1,0.8,-,0.2,0.7,0.1,-,7.11,5,6,2,2.0,1.4,0.1,1.3,2.5,6,2.0,32.9,88.4,1.9,0.5,-
"33Adama TraoréWolves, 26, M(CLR),FW","Adama Traoré Wolves, 26, M(CLR),FW",28(9),2645,0.8,0.2,1.3,-,0.3,0.2,-,-,7.11,2,2,1.2,1.5,2.3,0.2,1.8,3,2,1.5,18.9,76.3,0.6,0.4,-
"34Roberto FirminoLiverpool, 30, M(CLR),FW","Roberto Firmino Liverpool, 30, M(CLR),FW",33(3),2852,0.9,0.3,0.6,-,0.3,0.7,0.1,-,7.11,9,7,2.3,1.2,0.4,0.1,1.3,2.2,7,1.2,36.1,80.7,-,0.6,0.1
"35Jamie VardyLeicester, 35, AM(L),FW","Jamie Vardy Leicester, 35, AM(L),FW",31(3),2846,0.5,0.1,0.8,0.1,0.9,0.4,0.1,-,7.11,15,9,2.4,0.8,0.7,1.1,0.4,1.7,9,0.8,12.8,67.5,0.1,0.1,-
"36Mathew RyanArsenal, 30, GK","Mathew Ryan Arsenal, 30, GK",3,270,-,-,-,-,1.0,-,-,-,7.1,-,-,-,0.3,-,-,-,-,-,0.3,15.7,89.4,-,1.7,-
"37Youri TielemansLeicester, 25, M(C)","Youri Tielemans Leicester, 25, M(C)",37(1),3358,2.3,1.2,1,-,0.4,1.7,0.2,-,7.09,6,4,1.3,1.3,1.4,-,0.9,1.1,4,1.3,65.2,81.7,0.6,3.0,0.2
"38Lucas DigneEverton, 28, D(CL),M(L)","Lucas Digne Everton, 28, D(CL),M(L)",30,2682,2.1,1,1.1,0.1,2.4,0.8,0.1,-,7.08,-,7,0.4,1.5,0.7,0.1,0.7,1.1,7,1.5,42.2,77.5,1.5,1.3,-
"39Christian BentekeCrystal Palace, 31, FW","Christian Benteke Crystal Palace, 31, FW",21(9),1819,0.5,0.1,1.2,-,1.3,0.2,0.2,-,7.08,10,1,2.4,0.5,0.7,0.5,0.9,2,1,0.5,19.2,58.6,-,0.3,-
"40Bernardo SilvaMan City, 27, M(CLR),FW","Bernardo Silva Man City, 27, M(CLR),FW",24(2),2071,1,0.7,0.7,-,0.2,1.6,-,-,7.07,2,6,1.1,1.0,0.7,0.1,0.9,1.3,6,1.0,52.8,91.8,0.1,1.9,-
"21RodriMan City, 25, DMC","Rodri Man City, 25, DMC",31(3),2749,2.1,1.1,1.3,-,1.6,1.0,0.3,-,7.17,2,2,0.9,1.0,0.9,0.1,0.6,0.7,2,1.0,81.9,91.3,0.1,4.6,-
"22Michail AntonioWest Ham, 32, D(R),M(CLR),FW","Michail Antonio West Ham, 32, D(R),M(CLR),FW",24(2),1984,0.3,0.3,1.1,-,0.3,0.2,0.1,-,7.17,10,5,2.4,1.0,1.5,0.6,1.9,3.0,5,1.0,17.4,68.2,0.1,0.5,-
"23Dominic Calvert-LewinEverton, 25, AM(L),FW","Dominic Calvert-Lewin Everton, 25, AM(L),FW",32(1),2876,0.5,0.2,1.1,-,1,0.2,0.2,-,7.17,16,-,2.5,0.5,1.2,0.5,0.9,3.1,-,0.5,20.5,68.7,0.1,0.5,-
"24Jimmy DunneBurnley, 24, D(C)","Jimmy Dunne Burnley, 24, D(C)",3,270,1.0,2.0,0.7,0.3,5.3,0.3,0.7,-,7.16,1,-,2.3,0.7,1.0,-,0.3,0.3,-,0.7,51.0,68.6,-,3.3,-
"25Aaron Wan-BissakaMan Utd, 24, D(R),M(R)","Aaron Wan-Bissaka Man Utd, 24, D(R),M(R)",34,3060,2.6,1.8,0.9,0.2,1.8,0.4,0.5,-,7.15,2,4,0.2,0.9,0.4,-,0.6,1.0,4,0.9,53.1,84.9,0.4,0.8,-
"26Phil FodenMan City, 21, AM(CLR),FW","Phil Foden Man City, 21, AM(CLR),FW",17(11),1614,0.8,0.4,0.4,-,0.4,0.5,-,-,7.14,9,5,1.6,1.3,1.2,0.1,0.5,1.7,5,1.3,27.2,88.2,0.5,0.3,-
"27Joseph WillockNewcastle, 22, M(C)","Joseph Willock Newcastle, 22, M(C)",11(3),980,1.9,1.2,0.6,-,0.7,2.4,0.2,-,7.13,8,-,1.4,0.6,1.1,-,1.1,1.5,-,0.6,16.2,77.1,0.2,0.6,-
"28Marcus RashfordMan Utd, 24, AM(CLR),FW","Marcus Rashford Man Utd, 24, AM(CLR),FW",33(4),2928,0.5,0.2,0.7,0.1,0.3,0.5,0.1,-,7.13,11,9,2.1,1.2,1.1,0.7,1.4,2.1,9,1.2,32.1,82.1,0.2,0.9,-
"29ThiagoLiverpool, 31, M(C)","Thiago Liverpool, 31, M(C)",20(4),1858,2.5,1.3,2.0,-,0.5,1.3,-,-,7.12,1,-,0.9,1.3,1.0,-,0.8,1.0,-,1.3,71.7,89.6,-,5.0,0.1
"30Allan Saint-MaximinNewcastle, 25, AM(CLR),FW","Allan Saint-Maximin Newcastle, 25, AM(CLR),FW",19(6),1568,0.6,0.2,0.4,-,-,0.2,-,-,7.12,3,4,1.2,1.2,1.8,0.2,2.1,2.2,4,1.2,16.7,82.5,0.2,0.6,-
"11Nathaniel PhillipsLiverpool, 25, D(C)","Nathaniel Phillips Liverpool, 25, D(C)",15(2),1456,1.3,1.2,1.2,0.5,4.8,0.8,0.8,-,7.29,1,1,0.9,0.4,0.5,-,0.2,0.5,1,0.4,65.7,84.2,-,2.6,-
"12Ilkay GündoganMan City, 31, M(C)","Ilkay Gündogan Man City, 31, M(C)",23(5),2031,0.9,0.7,0.3,-,0.3,1.0,0.1,-,7.29,13,2,1.9,1.5,0.9,-,0.5,1.1,2,1.5,61.2,91.7,0.3,1.6,-
"13Son Heung-MinTottenham, 29, M(CLR),FW","Son Heung-Min Tottenham, 29, M(CLR),FW",36(1),3127,0.9,0.4,0.4,-,0.1,1.5,0.1,-,7.27,17,10,1.8,2,1.5,0.4,1.4,1.6,10,2,28.6,83.4,1,0.8,-
"14Wilfred NdidiLeicester, 25, D(C),DMC","Wilfred Ndidi Leicester, 25, D(C),DMC",25(1),2179,3.7,2.3,2.1,0.1,2,1.5,0.4,-,7.25,1,4,0.6,0.6,0.6,-,0.5,1.0,4,0.6,55.1,86.9,-,2.0,-
"15Jesse LingardWest Ham, 29, AM(CLR),FW","Jesse Lingard West Ham, 29, AM(CLR),FW",16,1426,0.8,0.3,1.3,-,-,0.6,0.1,-,7.22,9,4,2.6,1.1,1.5,0.4,1.4,1.8,4,1.1,39.6,83.6,0.4,1.0,-
"16RaphinhaLeeds, 25, AM(LR),FW","Raphinha Leeds, 25, AM(LR),FW",26(4),2364,1.1,1.0,0.4,-,0.9,1.5,-,-,7.22,6,9,2.2,2.1,1.0,0.5,1.1,2.8,9,2.1,29.2,72.3,1.3,1.5,-
"17Raheem SterlingMan City, 27, M(CLR),FW","Raheem Sterling Man City, 27, M(CLR),FW",28(3),2537,0.7,0.5,1.2,-,0.1,0.2,-,-,7.22,10,7,2.3,1.3,1.3,0.3,2.7,2.0,7,1.3,35.9,86.2,-,0.3,-
"18James RodríguezEverton, 30, AM(CLR),FW","James Rodríguez Everton, 30, AM(CLR),FW",21(2),1776,1.2,0.7,0.7,-,-,1.5,-,-,7.21,6,4,1.6,1.7,1.7,0.3,1.7,1.4,4,1.7,44.8,83.3,0.7,4.3,0.2
"19Ollie WatkinsAston Villa, 26, AM(LR),FW","Ollie Watkins Aston Villa, 26, AM(LR),FW",37,3329,0.8,0.2,1.3,-,0.6,0.6,0.1,-,7.18,14,5,2.6,1.2,1.3,0.8,2.3,3.1,5,1.2,21.7,71.5,0.1,0.2,-
"20Kortney HauseAston Villa, 26, D(CL)","Kortney Hause Aston Villa, 26, D(CL)",7,630,0.6,1.1,0.7,0.4,7.6,0.4,0.3,-,7.17,1,-,0.7,-,0.4,-,-,0.1,-,-,33.1,74.6,-,2.3,-
"1Harry KaneTottenham, 28, AM(C),FW","Harry Kane Tottenham, 28, AM(C),FW",35,3087,0.6,0.3,0.7,-,1.1,0.5,0.3,-,7.79,23,14,3.9,1.4,1.7,0.4,1.5,1.8,14,1.4,25.9,69.9,0.2,1.9,0.1
"2Kevin De BruyneMan City, 30, M(CLR),FW","Kevin De Bruyne Man City, 30, M(CLR),FW",23(2),2001,1.4,0.4,1.1,-,0.3,1.4,-,-,7.65,6,12,3.2,3.2,1.2,-,1.3,1.8,12,3.2,50.6,81.7,1.6,2.6,0.2
"3Jack GrealishAston Villa, 26, AM(CL),FW","Jack Grealish Aston Villa, 26, AM(CL),FW",24(2),2184,1.2,0.5,1.5,-,0.2,0.3,0.1,-,7.56,6,10,1.9,3.1,4.2,0.3,1.5,2.1,10,3.1,38.3,83.3,0.7,1.2,0.1
"4Bruno FernandesMan Utd, 27, M(CLR)","Bruno Fernandes Man Utd, 27, M(CLR)",35(2),3110,1.5,0.7,1.2,-,0.7,2.0,-,-,7.43,18,12,3.3,2.6,1.4,0.1,1.0,1.5,12,2.6,57.1,78.3,1.1,3.8,0.2
"5Tomas SoucekWest Ham, 27, DMC","Tomas Soucek West Ham, 27, DMC",38,3420,2.1,1.6,1.8,0.1,2.7,1.3,0.5,1,7.36,10,1,1.7,0.5,1.1,0.1,0.6,1.1,1,0.5,42.3,75.5,-,2.2,-
"6Mason MountChelsea, 23, M(CLR)","Mason Mount Chelsea, 23, M(CLR)",32(4),2892,2.1,0.9,1.4,-,0.3,1.2,0.1,-,7.33,6,5,2.3,2.4,1.2,0.1,1.1,1.6,5,2.4,47.3,86.5,1.7,1.6,-
"7Sadio ManéLiverpool, 30, AM(CLR),FW","Sadio Mané Liverpool, 30, AM(CLR),FW",31(4),2813,1.4,0.4,1.5,-,0.3,0.6,-,-,7.33,11,7,2.7,1.7,2.2,0.9,1.7,2.9,7,1.7,28.8,78.7,0.3,0.8,-
"8Riyad MahrezMan City, 31, AM(CLR),FW","Riyad Mahrez Man City, 31, AM(CLR),FW",23(4),1955,0.7,0.3,0.5,-,0.1,0.9,-,-,7.31,9,6,2.1,1.6,1.1,0.3,1.1,1.7,6,1.6,37.2,88.4,0.7,0.9,-
"9João CanceloMan City, 27, D(LR),M(R)","João Cancelo Man City, 27, D(LR),M(R)",27(1),2302,2.4,1.5,1.3,0.3,1.0,1.4,0.1,-,7.31,2,3,1.3,1.6,0.6,0.1,0.8,1.3,3,1.6,66.2,87.1,0.4,2.4,0.1
"10Gareth BaleTottenham, 32, M(CLR),FW","Gareth Bale Tottenham, 32, M(CLR),FW",10(10),923,0.9,0.4,0.5,0.1,0.7,0.4,0.1,-,7.3,11,2,1.9,1.1,0.5,0.3,0.4,0.9,2,1.1,18.3,73.2,0.6,1.5,0.1
